gene_id,KO_bTMR1,KO_bTMR2,KO_3D1,KO_3D2,KO_3D3,KO_bTMR,KO_3D,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,KO_bTMR1_count,KO_bTMR2_count,KO_3D1_count,KO_3D2_count,KO_3D3_count,KO_bTMR1_fpkm,KO_bTMR2_fpkm,KO_3D1_fpkm,KO_3D2_fpkm,KO_3D3_fpkm
ENSMUSG00000018830,1837.219083,2396.154937,78.46354309,79.35666625,73.51838108,2116.68701,77.11286347,4.777797201,4.06E-69,7.11E-66,Myh11,16,14194535,14291372,-,7599,protein_coding,"myosin, heavy polypeptide 11, smooth muscle [Source:MGI Symbol;Acc:MGI:102643]",-,1874,2494,88,78,65,13.77143612,17.70086386,0.573022883,0.579597175,0.533958628
ENSMUSG00000001870,2258.779491,1355.643391,12.4828364,9.156538413,7.917364117,1807.211441,9.85224631,7.502733462,1.12E-68,1.81E-65,Ltbp1,17,75005568,75392512,+,10480,protein_coding,latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151],-,2304,1411,14,9,7,12.27685939,7.261397114,0.066101679,0.048491914,0.041695334
ENSMUSG00000069516,4903.825962,5167.970092,2.674893514,1.017393157,1.131052017,5035.898027,1.607779563,11.55913062,7.82E-62,1.16E-58,Lyz2,10,117277331,117282321,-,1316,protein_coding,lysozyme 2 [Source:MGI Symbol;Acc:MGI:96897],-,5002,5379,3,1,1,212.2530247,220.4449286,0.11280052,0.042907401,0.047434552
ENSMUSG00000041324,1070.567363,951.1601396,4.458155857,8.139145256,9.048416133,1010.863751,7.215239082,7.158275266,8.31E-62,1.16E-58,Inhba,13,16011851,16031621,+,6390,protein_coding,inhibin beta-A [Source:MGI Symbol;Acc:MGI:96570],-,1092,990,5,8,8,9.543064739,8.355814569,0.038718176,0.070693133,0.078151951
ENSMUSG00000020642,1898.982585,1855.242656,4.458155857,3.052179471,0,1877.11262,2.503445109,9.463825623,8.12E-59,1.07E-55,Rnf144a,12,26300964,26415254,-,7340,protein_coding,ring finger protein 144A [Source:MGI Symbol;Acc:MGI:1344401],-,1937,1931,5,3,0,14.73667992,14.18863678,0.033706968,0.023078804,0
ENSMUSG00000021319,3830.31748,2064.69004,3.566524686,2.034786314,2.262104033,2947.50376,2.621138344,10.10993103,1.22E-58,1.51E-55,Sfrp4,13,19623104,19632994,+,4179,protein_coding,secreted frizzled-related protein 4 [Source:MGI Symbol;Acc:MGI:892010],-,3907,2149,4,2,2,52.20800883,27.73438254,0.047362363,0.027023757,0.029875028
ENSMUSG00000060212,5404.796587,7230.738596,290.6717619,295.0440155,203.589363,6317.767592,263.1017135,4.584292305,5.92E-58,6.90E-55,Pcnx2,8,125751508,125898317,-,9574,protein_coding,pecanex homolog 2 [Source:MGI Symbol;Acc:MGI:2445010],-,5513,7526,326,290,180,32.15589924,42.39603559,1.684883646,1.710380264,1.173626152
ENSMUSG00000042286,1888.198481,1175.019041,4.458155857,4.069572628,3.39315605,1531.608761,3.973628178,8.578347965,1.04E-57,1.15E-54,Stab1,14,31139013,31168641,-,10288,protein_coding,stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742],-,1926,1223,5,4,3,10.45421475,6.411356978,0.024048322,0.021954176,0.018202917
ENSMUSG00000048126,1116.644896,1053.001528,6.2414182,2.034786314,2.262104033,1084.823212,3.512769516,8.214090263,4.36E-54,4.58E-51,Col6a3,1,90765923,90843971,-,11963,protein_coding,"collagen, type VI, alpha 3 [Source:MGI Symbol;Acc:MGI:88461]",-,1139,1096,7,2,2,5.316792498,4.941114394,0.028953674,0.00944013,0.010436157
ENSMUSG00000055555,721.5545597,976.1401028,10.69957406,11.19132473,16.96578025,848.8473313,12.95222634,6.049794772,4.26E-53,4.26E-50,4930502E18Rik,X,53724826,53738441,+,1427,protein_coding,RIKEN cDNA 4930502E18 gene [Source:MGI Symbol;Acc:MGI:1922263],-,736,1016,12,11,15,28.80181994,38.39937821,0.416105073,0.435268074,0.656172435
ENSMUSG00000026398,1148.016834,1484.386278,4.458155857,4.069572628,0,1316.201556,2.842576162,8.783359194,4.74E-52,4.52E-49,Nr5a2,1,136842571,136960448,-,5899,protein_coding,"nuclear receptor subfamily 5, group A, member 2 [Source:MGI Symbol;Acc:MGI:1346834]",SF-like,1171,1545,5,4,0,11.08522694,14.12552327,0.041940861,0.038288619,0
ENSMUSG00000026249,1505.852994,1046.276154,5.349787029,3.052179471,1.131052017,1276.064574,3.177672839,8.587666859,6.63E-52,6.05E-49,Serpine2,1,79794197,79861180,-,8287,protein_coding,"serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]",-,1536,1089,6,3,1,10.35046752,7.08736824,0.03582611,0.020441465,0.007532747
ENSMUSG00000026833,1312.719505,2598.876947,41.90666506,34.59136734,31.66945647,1955.798226,36.05582962,5.756886891,4.21E-51,3.68E-48,Olfm1,2,28192992,28230736,+,3553,protein_coding,olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437],-,1339,2705,47,34,28,21.04512256,41.06071609,0.654558382,0.540345839,0.491941567
ENSMUSG00000021313,1079.39072,1898.477208,0.891631171,4.069572628,5.655260083,1488.933964,3.538821294,8.779543734,4.89E-50,4.11E-47,Ryr2,13,11553102,12106945,-,28790,protein_coding,"ryanodine receptor 2, cardiac [Source:MGI Symbol;Acc:MGI:99685]",-,1101,1976,1,4,5,2.135559834,3.701687331,0.001718716,0.007845244,0.010841242
ENSMUSG00000044250,748.0246319,852.2010543,4.458155857,3.052179471,4.524208067,800.1128431,4.011514465,7.639034803,8.49E-50,6.86E-47,Pced1b,15,97247107,97385680,+,2197,protein_coding,PC-esterase domain containing 1B [Source:MGI Symbol;Acc:MGI:2446270],-,763,887,5,3,4,19.39369543,21.77449142,0.112612263,0.077104424,0.113652929
ENSMUSG00000028036,1201.937351,700.3997391,10.69957406,10.17393157,5.655260083,951.168545,8.842921904,6.730227954,9.26E-49,7.20E-46,Ptgfr,3,151796502,151837630,-,6778,protein_coding,prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796],-,1226,729,12,10,5,10.10078194,5.80070021,0.087604299,0.083307967,0.046048887
ENSMUSG00000026814,991.1571466,635.0675275,5.349787029,7.121752099,7.917364117,813.1123371,6.796301082,6.917699435,1.30E-48,9.75E-46,Eng,2,32646595,32682669,+,4048,protein_coding,endoglin [Source:MGI Symbol;Acc:MGI:95392],-,1011,661,6,7,7,13.94686964,8.806744824,0.073342631,0.097644017,0.107946417
ENSMUSG00000022180,772.533958,772.4573255,15.15772991,12.20871788,4.524208067,772.4956417,10.63021862,6.150430361,1.60E-48,1.16E-45,Slc7a8,14,54722209,54781946,-,5005,protein_coding,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 [Source:MGI Symbol;Acc:MGI:1355323]",-,788,804,17,12,4,8.792011055,8.663760219,0.168070146,0.135383353,0.049889208
ENSMUSG00000054889,1041.156172,1161.568292,21.39914812,19.33046998,5.655260083,1101.362232,15.46162606,6.128701235,3.46E-48,2.42E-45,Dsp,13,38151294,38198577,+,9659,protein_coding,desmoplakin [Source:MGI Symbol;Acc:MGI:109611],-,1062,1209,24,19,5,6.139859604,6.750696635,0.122948947,0.111073265,0.032313837
ENSMUSG00000022952,1359.777411,2730.502138,30.31545983,42.7305126,22.62104033,2045.139774,31.88900425,5.999731708,5.66E-48,3.83E-45,Runx1,16,92601466,92826149,-,12025,protein_coding,runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852],Runt,1387,2842,34,42,20,6.441061796,12.74657324,0.139907041,0.197220614,0.103823486
ENSMUSG00000005268,2159.761814,1467.092458,3.566524686,2.034786314,0,1813.427136,1.867103667,9.830113966,9.78E-48,6.28E-45,Prlr,15,10177238,10349180,+,15339,protein_coding,prolactin receptor [Source:MGI Symbol;Acc:MGI:97763],-,2203,1527,4,2,0,8.020169365,5.369037617,0.012903534,0.007362428,0
ENSMUSG00000039115,1973.490936,965.5716568,2.674893514,5.086965785,2.262104033,1469.531296,3.341321111,8.778488396,9.88E-48,6.28E-45,Itga9,9,118606690,118901003,+,7691,protein_coding,integrin alpha 9 [Source:MGI Symbol;Acc:MGI:104756],-,2013,1005,3,5,2,14.61595016,7.047542565,0.019301194,0.036709232,0.016232966
ENSMUSG00000073421,2274.46546,1225.939735,1.783262343,4.069572628,1.131052017,1750.202598,2.327962329,9.54611762,4.78E-47,2.95E-44,H2-Ab1,17,34263209,34269418,+,1637,protein_coding,"histocompatibility 2, class II antigen A, beta 1 [Source:MGI Symbol;Acc:MGI:103070]",-,2320,1276,2,4,1,79.14170372,42.0393945,0.06045428,0.137974686,0.038133092
ENSMUSG00000028339,1325.464354,1372.937212,16.94099226,43.74790575,30.53840445,1349.200783,30.40910082,5.480451702,6.89E-47,4.13E-44,Col15a1,4,47208161,47313167,+,6349,protein_coding,"collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]",-,1352,1429,19,43,27,11.89152229,12.13895661,0.148079184,0.382429363,0.265466139
ENSMUSG00000001741,878.4142466,916.5724981,29.42382866,45.78269207,41.84892462,897.4933724,39.01848178,4.530507163,2.24E-46,1.31E-43,Il16,7,83642825,83745726,-,7865,protein_coding,interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855],-,896,954,33,45,37,6.361732042,6.541903069,0.207616063,0.323073911,0.293666017
ENSMUSG00000024610,7088.097102,3668.211528,21.39914812,36.62615365,74.6494331,5378.154315,44.22491162,6.936596905,2.43E-46,1.38E-43,Cd74,18,60803848,60812646,+,1410,protein_coding,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated) [Source:MGI Symbol;Acc:MGI:96534]",-,7230,3818,24,36,66,286.3421453,146.0398131,0.842243886,1.441688685,2.92196843
ENSMUSG00000020186,2067.606748,2594.073108,211.3165876,185.1655546,203.589363,2330.839928,200.0238351,3.542301742,9.84E-46,5.44E-43,Csrp2,10,110919789,110939622,+,2171,protein_coding,cysteine and glycine-rich protein 2 [Source:MGI Symbol;Acc:MGI:1202907],-,2109,2700,237,182,180,54.24788942,67.07464733,5.401747263,4.733688396,5.175631866
ENSMUSG00000046449,512.7351016,679.2628471,8.916311715,8.139145256,10.17946815,595.9989743,9.078308374,6.041506575,1.22E-45,6.57E-43,Nexmif,X,104077434,104201185,-,11532,protein_coding,neurite extension and migration factor [Source:MGI Symbol;Acc:MGI:2148050],-,523,707,10,8,9,2.532579837,3.306505407,0.04290828,0.039171793,0.048717901
ENSMUSG00000060586,2155.840322,886.7886958,2.674893514,3.052179471,5.655260083,1521.314509,3.794111023,8.678716104,1.71E-45,8.96E-43,H2-Eb1,17,34305877,34316199,+,1184,protein_coding,"histocompatibility 2, class II antigen E beta [Source:MGI Symbol;Acc:MGI:95901]",-,2199,923,3,3,5,103.7145332,42.04404147,0.125376254,0.14307299,0.26361432
ENSMUSG00000028270,1026.450576,1567.012311,19.61588577,4.069572628,11.31052017,1296.731443,11.66532619,6.775959917,2.80E-45,1.43E-42,Gbp2,3,142620602,142638008,+,2516,protein_coding,guanylate binding protein 2 [Source:MGI Symbol;Acc:MGI:102772],-,1047,1631,22,4,10,23.23818125,34.9621218,0.432670995,0.089771288,0.248107595
ENSMUSG00000031980,782.3376884,579.3429941,20.50751694,17.29568367,21.48998832,680.8403413,19.76439631,5.107288453,3.25E-45,1.63E-42,Agt,8,124556534,124569706,-,1891,protein_coding,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:MGI Symbol;Acc:MGI:87963]",-,798,603,23,17,19,23.56554306,17.19809092,0.601841381,0.507627913,0.627209703
ENSMUSG00000031626,1799.964907,1886.947994,74.8970184,81.39145256,124.4157218,1843.456451,93.56806427,4.305598442,6.42E-45,3.13E-42,Sorbs2,8,45507788,45827906,+,27851,protein_coding,sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574],-,1836,1964,84,80,110,3.681272558,3.803252394,0.149239653,0.162194938,0.246548627
ENSMUSG00000033022,524.4995781,708.0858817,11.59120523,15.26089736,15.83472823,616.2927299,14.22894361,5.446411253,4.50E-44,2.15E-41,Cdo1,18,46713205,46728342,-,1530,protein_coding,"cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]",-,535,737,13,15,14,19.52668143,25.9794836,0.420433835,0.553589609,0.57119882
ENSMUSG00000070529,1041.156172,2517.211682,3.566524686,9.156538413,15.83472823,1779.183927,9.519263777,7.579993002,1.84E-43,8.58E-41,Wfdc10,2,164656046,164657368,+,459,protein_coding,WAP four-disulfide core domain 10 [Source:MGI Symbol;Acc:MGI:3616889],-,1062,2620,4,9,14,129.2045837,307.8527681,0.43121419,1.107179219,1.903996065
ENSMUSG00000024087,1225.466304,1065.49151,3.566524686,2.034786314,0,1145.478907,1.867103667,9.165750862,2.65E-43,1.21E-40,Cyp1b1,17,79706953,79715041,-,5128,protein_coding,"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]",-,1250,1109,4,2,0,13.61219263,11.66374421,0.03859737,0.022022676,0
ENSMUSG00000022912,766.6517197,704.2428104,12.4828364,23.40004261,26.01419638,735.4472651,20.63235847,5.172912588,3.37E-43,1.50E-40,Pros1,16,62854307,62929346,+,4088,protein_coding,protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733],-,782,733,14,23,23,10.68223077,9.67046917,0.169458316,0.317691102,0.351210625
ENSMUSG00000024164,4820.494253,7179.817902,200.6170136,106.8262815,82.56679722,6000.156077,130.0033641,5.524222779,4.12E-43,1.80E-40,C3,17,57203970,57228136,-,5143,protein_coding,complement component 3 [Source:MGI Symbol;Acc:MGI:88227],-,4917,7473,225,105,73,53.38875259,78.36694468,2.164769856,1.152818339,0.886047557
ENSMUSG00000029231,2983.27517,3517.370981,172.9764473,149.5567941,87.09100528,3250.323075,136.5414155,4.569344264,8.59E-43,3.68E-40,Pdgfra,5,75152292,75198215,+,10024,protein_coding,"platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]",-,3043,3661,194,147,77,16.95223578,19.69759157,0.957649111,0.828064905,0.479512976
ENSMUSG00000048078,2294.072921,1384.466425,21.39914812,51.88705101,26.01419638,1839.269673,33.10013184,5.798769905,2.22E-42,9.33E-40,Tenm4,7,96171246,96911093,+,21021,protein_coding,teneurin transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2447063],-,2340,1441,24,51,23,6.216251471,3.697132929,0.056494167,0.13699506,0.068300701
ENSMUSG00000025743,1121.546761,641.7929022,4.458155857,3.052179471,2.262104033,881.6698318,3.257479787,8.049683868,3.36E-42,1.38E-39,Sdc3,4,130792537,130826319,+,5989,protein_coding,syndecan 3 [Source:MGI Symbol;Acc:MGI:1349163],-,1144,668,5,3,2,10.66688962,6.015567531,0.041310593,0.028284926,0.020846175
ENSMUSG00000027871,19248.64433,13953.23102,0,0,0,16600.93767,0,16.44929062,8.22E-42,3.32E-39,Hsd3b1,3,98852194,98859794,-,1855,protein_coding,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 [Source:MGI Symbol;Acc:MGI:96233]",-,19634,14523,0,0,0,591.059174,422.2472994,0,0,0
ENSMUSG00000019326,734.2994093,585.107601,1.783262343,8.139145256,3.39315605,659.7035052,4.438521216,7.236630584,9.17E-42,3.63E-39,Aoc3,11,101330605,101341938,+,4621,protein_coding,"amine oxidase, copper containing 3 [Source:MGI Symbol;Acc:MGI:1306797]",-,749,609,2,8,3,9.051320413,7.107809529,0.021416069,0.097755707,0.040526209
ENSMUSG00000002944,895.0805884,1022.256958,5.349787029,22.38264945,14.70367622,958.6687732,14.1453709,6.101327306,1.39E-41,5.40E-39,Cd36,5,17781690,17888801,-,3590,protein_coding,CD36 molecule [Source:MGI Symbol;Acc:MGI:107899],-,913,1064,6,22,13,14.20176817,15.98459498,0.082699434,0.346032057,0.226047444
ENSMUSG00000030849,799.9844032,1037.629243,55.28113263,56.97401679,44.11102865,918.8068232,52.12205936,4.136368885,3.27E-41,1.25E-38,Fgfr2,7,130162451,133123350,-,10328,protein_coding,fibroblast growth factor receptor 2 [Source:MGI Symbol;Acc:MGI:95523],-,816,1080,62,56,39,4.412045874,5.639777667,0.297044283,0.306168072,0.235721434
ENSMUSG00000022836,2104.860924,1759.165874,62.414182,46.80008522,20.3589363,1932.013399,43.19106784,5.471640696,8.31E-41,3.11E-38,Mylk,16,34745210,35002420,+,11263,protein_coding,"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]",-,2147,1831,70,46,18,10.6449604,8.767761292,0.307531562,0.230617282,0.099762912
ENSMUSG00000029752,839.1993249,600.4798861,7569.948646,7900.057864,9658.05317,719.8396055,8376.019893,-3.540554579,8.88E-41,3.27E-38,Asns,6,7675169,7693254,-,2735,protein_coding,asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929],-,856,625,8490,7765,8539,17.4776293,12.32472234,153.6017266,160.3142882,194.8948572
ENSMUSG00000044461,538.2248007,563.970709,7.133049372,7.121752099,1.131052017,551.0977548,5.128617829,6.701373257,1.47E-40,5.32E-38,Shisa2,14,59625308,59631660,+,3672,protein_coding,shisa family member 2 [Source:MGI Symbol;Acc:MGI:2444716],-,549,587,8,7,1,8.349025005,8.621640023,0.107803548,0.107642424,0.016999965
ENSMUSG00000030222,547.0481581,1108.726062,8.916311715,11.19132473,5.655260083,827.8871099,8.587632175,6.580189884,1.56E-40,5.56E-38,Rerg,6,137054825,137170497,-,2731,protein_coding,"RAS-like, estrogen-regulated, growth-inhibitor [Source:MGI Symbol;Acc:MGI:2665139]",-,558,1154,10,11,5,11.40981463,22.78969778,0.18118575,0.227435936,0.11428757
ENSMUSG00000000416,652.9284467,1121.216043,4.458155857,7.121752099,15.83472823,887.072245,9.138212063,6.638781106,4.16E-40,1.45E-37,Cttnbp2,6,18366478,18514843,-,8829,protein_coding,cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467],-,666,1167,5,7,14,4.212392222,7.12875676,0.028022329,0.044768715,0.098984505
ENSMUSG00000028584,660.7714311,1156.764453,0.891631171,3.052179471,7.917364117,908.7679418,3.95372492,7.919665855,4.46E-40,1.54E-37,Lrrc38,4,143349757,143371032,+,2324,protein_coding,leucine rich repeat containing 38 [Source:MGI Symbol;Acc:MGI:2442845],-,674,1204,1,3,7,16.19533227,27.94118497,0.021291665,0.072890887,0.188023708
ENSMUSG00000058297,707.8293371,579.3429941,26.74893514,14.2435042,19.22788428,643.5861656,20.07344121,4.992381747,5.02E-40,1.70E-37,Spock2,10,60106219,60135198,+,5533,protein_coding,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2 [Source:MGI Symbol;Acc:MGI:1891351]",-,722,603,30,14,17,7.286896771,5.87774985,0.268291135,0.142874745,0.191795736
ENSMUSG00000030772,529.4014433,471.7369985,6.2414182,6.104358942,2.262104033,500.5692209,4.869293725,6.650100986,6.58E-40,2.19E-37,Dkk3,7,112116017,112159057,-,3359,protein_coding,dickkopf WNT signaling pathway inhibitor 3 [Source:MGI Symbol;Acc:MGI:1354952],-,540,491,7,6,2,8.977384902,7.883624772,0.103117832,0.100862412,0.037168128
ENSMUSG00000031616,499.009879,531.3046032,5.349787029,11.19132473,3.39315605,515.1572411,6.644755935,6.268690412,2.66E-39,8.71E-37,Ednra,8,77663031,77724464,-,5476,protein_coding,endothelin receptor type A [Source:MGI Symbol;Acc:MGI:105923],-,509,553,6,11,3,5.190634305,5.446482957,0.054216759,0.113427236,0.034198615
ENSMUSG00000054136,23.52895304,17.29382072,577.7769991,677.5838426,965.9184222,20.41138688,740.4264213,-5.18123844,7.50E-39,2.42E-36,Adm2,15,89322720,89324731,+,1298,protein_coding,adrenomedullin 2 [Source:MGI Symbol;Acc:MGI:2675256],-,24,18,648,666,854,1.032529905,0.747915045,24.70279256,28.9726112,41.07086736
ENSMUSG00000047793,711.7508293,609.1267964,12.4828364,13.22611104,2.262104033,660.4388129,9.323683825,6.113402726,1.05E-38,3.33E-36,Sned1,1,93235841,93301065,+,9491,protein_coding,"sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]",-,726,634,14,13,2,4.271601567,3.602730213,0.072989737,0.077342727,0.01315433
ENSMUSG00000052133,565.6752459,1150.999846,9.807942886,12.20871788,18.09683227,858.3375458,13.37116435,6.02021143,1.79E-38,5.62E-36,Sema5b,16,35541145,35664732,+,7080,protein_coding,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]",-,577,1198,11,12,16,4.551018965,9.125948583,0.076878547,0.095705322,0.141070895
ENSMUSG00000033060,1584.282838,3218.572189,65.08907552,84.44363203,42.97997663,2401.427514,64.17089473,5.223088261,1.03E-37,3.19E-35,Lmo7,14,101729957,101934710,+,11951,protein_coding,LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586],-,1616,3350,73,83,38,7.550977912,15.11802356,0.302248637,0.392158784,0.198486076
ENSMUSG00000041649,451.9519729,539.9515136,4.458155857,9.156538413,2.262104033,495.9517432,5.292266101,6.537266581,1.92E-37,5.84E-35,Klf8,X,153237466,153396132,+,5206,protein_coding,Kruppel-like factor 8 [Source:MGI Symbol;Acc:MGI:2442430],zf-C2H2,461,562,5,9,2,4.94496078,5.82219315,0.047523846,0.097617223,0.02398151
ENSMUSG00000034220,1555.852019,1274.938894,97.18779769,61.04358942,53.15944478,1415.395457,70.46361063,4.321227094,2.59E-37,7.75E-35,Gpc1,1,92831645,92860779,+,5159,protein_coding,glypican 1 [Source:MGI Symbol;Acc:MGI:1194891],-,1587,1327,109,60,47,17.17819343,13.87266351,1.045458284,0.656710295,0.568699736
ENSMUSG00000038602,696.0648606,1190.391326,20.50751694,34.59136734,32.80050848,943.2280934,29.29979759,5.016575793,3.38E-37,1.00E-34,Slc35f1,10,52690533,53111622,+,4941,protein_coding,"solute carrier family 35, member F1 [Source:MGI Symbol;Acc:MGI:2139810]",-,710,1239,23,34,29,8.024344854,13.52417898,0.230334356,0.388554699,0.366381757
ENSMUSG00000031722,560.7733807,630.2636884,0,4.069572628,6.7863121,595.5185346,3.618628243,7.450952193,3.64E-37,1.06E-34,Hp,8,109575128,109579172,-,1606,protein_coding,haptoglobin [Source:MGI Symbol;Acc:MGI:96211],-,572,656,0,4,6,19.88916624,22.02991166,0,0.140637958,0.23321496
ENSMUSG00000022438,3559.73452,3994.872586,204.1835383,203.4786314,335.9224489,3777.303553,247.8615395,3.931872212,3.70E-37,1.06E-34,Parvb,15,84232043,84315688,+,4416,protein_coding,"parvin, beta [Source:MGI Symbol;Acc:MGI:2153063]",-,3631,4158,229,200,297,45.91591825,50.78200892,2.565973433,2.557343304,4.198344585
