gene_id,KO_3D1,KO_3D2,KO_3D3,WT_3D1,WT_3D2,WT_3D3,KO_3D,WT_3D,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,KO_3D1_count,KO_3D2_count,KO_3D3_count,WT_3D1_count,WT_3D2_count,WT_3D3_count,KO_3D1_fpkm,KO_3D2_fpkm,KO_3D3_fpkm,WT_3D1_fpkm,WT_3D2_fpkm,WT_3D3_fpkm
ENSMUSG00000034687,41.17586745,41.33647892,12.52588799,343.9630627,393.0781595,416.8143485,31.67941145,384.6185236,-3.589483106,5.88E-24,2.75E-21,Fras1,5,96373955,96784728,+,17709,protein_coding,Fraser extracellular matrix complex subunit 1 [Source:MGI Symbol;Acc:MGI:2385368],-,49,43,12,345,355,409,0.136913975,0.137107913,0.04229976,1.145222722,1.299786902,1.37640622
ENSMUSG00000030220,298.314958,279.7422178,257.8245278,920.2258171,959.9965191,881.5266785,278.6272345,920.5830049,-1.723066311,4.57E-22,1.88E-19,Arhgdib,6,136923655,136941899,-,1707,protein_coding,"Rho, GDP dissociation inhibitor (GDI) beta [Source:MGI Symbol;Acc:MGI:101940]",-,355,291,247,923,867,865,10.29059698,9.626037953,9.032628083,31.78579506,32.9324027,30.19951322
ENSMUSG00000008489,21.00809564,30.76203082,15.65735999,450.6414619,228.0960587,223.1842111,22.47582882,300.6405772,-3.739512177,5.34E-22,2.14E-19,Elavl2,4,91250763,91400785,-,8313,protein_coding,ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100887],-,25,32,15,452,206,219,0.148808578,0.217360337,0.112637804,3.196285417,1.606746198,1.570014599
ENSMUSG00000045763,110.0824211,98.05397325,90.81268792,665.992249,519.3060755,408.6615007,99.6496941,531.3199417,-2.412905474,4.07E-21,1.52E-18,Basp1,15,25363277,25413764,-,2009,protein_coding,"brain abundant, membrane attached signal protein 1 [Source:MGI Symbol;Acc:MGI:1917600]",-,131,102,87,668,469,401,3.226540323,2.866872223,2.703273657,19.54615889,15.13668409,11.8954751
ENSMUSG00000022665,431.9264463,325.8852641,324.6292637,1683.923516,1662.000894,1221.908078,360.813658,1522.610829,-2.07599241,8.27E-21,3.02E-18,Ccdc80,16,45093402,45128077,+,4293,protein_coding,coiled-coil domain containing 80 [Source:MGI Symbol;Acc:MGI:1915146],-,514,339,311,1689,1501,1199,5.924449045,4.458891571,4.522204492,23.1277647,22.67031971,16.6446877
ENSMUSG00000023885,16.80647651,23.07152312,10.43823999,575.26576,336.607776,151.846792,16.77207987,354.5734427,-4.397515904,1.27E-20,4.48E-18,Thbs2,17,14665500,14694235,-,7003,protein_coding,thrombospondin 2 [Source:MGI Symbol;Acc:MGI:98738],-,20,24,10,577,304,149,0.141316088,0.19351526,0.089138756,4.843469685,2.814668795,1.268000715
ENSMUSG00000028463,415.9602936,327.807891,219.2030398,2300.066045,2913.20743,1501.143118,320.9904081,2238.138865,-2.800214526,1.28E-20,4.48E-18,Car9,4,43506966,43513729,+,2304,protein_coding,carbonic anhydrase 9 [Source:MGI Symbol;Acc:MGI:2447188],-,495,341,210,2307,2631,1473,10.63086155,8.357184806,5.689675743,58.86132293,74.04167148,38.10111002
ENSMUSG00000001435,74.78882046,45.18173277,27.13942398,489.5242429,564.7038348,345.4769295,49.03665907,466.5683357,-3.239912064,3.21E-20,1.10E-17,Col18a1,10,77052178,77166548,-,7021,protein_coding,"collagen, type XVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88451]",-,89,47,26,491,510,339,0.62724437,0.377995811,0.231166593,4.110999445,4.709871345,2.877518215
ENSMUSG00000053024,77.30979194,78.82770399,32.35854397,1083.732896,966.6400936,399.4895468,62.8320133,816.6208455,-3.695872011,4.08E-20,1.37E-17,Cntn2,1,132509427,132543256,-,9304,protein_coding,contactin 2 [Source:MGI Symbol;Acc:MGI:104518],-,92,82,31,1087,873,392,0.48928721,0.497659447,0.207990112,6.86791231,6.083904426,2.510924889
ENSMUSG00000027868,14.28550503,21.14889619,12.52588799,183.4469668,132.8714905,148.7894741,15.98676307,155.0359771,-3.27758123,8.85E-20,2.92E-17,Tbx15,3,99240381,99354259,+,3747,protein_coding,T-box 15 [Source:MGI Symbol;Acc:MGI:1277234],T-box,17,22,12,184,120,146,0.224497219,0.331533249,0.19991632,2.886682564,2.076516536,2.322129945
ENSMUSG00000027797,265.5423288,193.2240061,93.94415992,1677.941549,1460.479133,1131.207645,184.2368316,1423.209443,-2.946534762,7.49E-19,2.21E-16,Dclk1,3,55242364,55539068,+,15296,protein_coding,doublecortin-like kinase 1 [Source:MGI Symbol;Acc:MGI:1330861],-,316,201,90,1683,1319,1110,1.022244884,0.742004065,0.367295266,6.468016812,5.591196577,4.324764467
ENSMUSG00000054863,9.24356208,1.922626927,5.219119995,137.5852251,111.8335045,99.87238669,5.461769667,116.4303721,-4.383631887,1.02E-18,2.90E-16,Fam19a5,15,87544299,87759364,+,2908,protein_coding,"family with sequence similarity 19, member A5 [Source:MGI Symbol;Acc:MGI:2146182]",-,11,2,5,138,101,98,0.187173353,0.038835034,0.107331278,2.789649131,2.25198147,2.00839453
ENSMUSG00000092624,16.80647651,16.34232888,20.87647998,119.6393262,200.4144982,287.3878882,18.00842846,202.4805709,-3.494850674,2.88E-18,7.70E-16,Gm3654,7,8282127,8289104,-,1079,transcribed_unprocessed_pseudogene,predicted gene 3654 [Source:MGI Symbol;Acc:MGI:3781830],-,20,17,20,120,181,282,0.917179394,0.889642616,1.157068971,6.537695672,10.87664543,15.57560841
ENSMUSG00000050368,20.16777181,16.34232888,13.56971199,114.6543542,179.3765122,240.5090129,16.69327089,178.1799598,-3.407203535,5.05E-18,1.33E-15,Hoxd10,2,74691924,74695105,+,1816,protein_coding,homeobox D10 [Source:MGI Symbol;Acc:MGI:96202],Homeobox,24,17,13,115,162,236,0.653944867,0.528592722,0.446866918,3.722604476,5.78411623,7.744858992
ENSMUSG00000037071,1825.183349,1832.263461,2026.062382,5687.852965,4848.702142,4809.161151,1894.503064,5115.238753,-1.43314519,5.36E-18,1.37E-15,Scd1,19,44394451,44407709,-,4836,protein_coding,stearoyl-Coenzyme A desaturase 1 [Source:MGI Symbol;Acc:MGI:98239],-,2172,1906,1941,5705,4379,4719,22.22384844,22.25485177,25.05474227,69.34805031,58.71194854,58.15419407
ENSMUSG00000034220,91.59529697,57.6788078,49.05972796,387.8308156,376.4692232,324.0757038,66.11127757,362.7919142,-2.448362829,5.64E-18,1.42E-15,Gpc1,1,92831645,92860779,+,5159,protein_coding,glypican 1 [Source:MGI Symbol;Acc:MGI:1194891],-,109,60,47,389,340,318,1.045458284,0.656710295,0.568699736,4.432502329,4.273180424,3.673490732
ENSMUSG00000040605,54.62104865,103.821854,97.07563191,429.7045798,406.3653085,434.1391503,85.17284487,423.4030129,-2.319024026,3.02E-17,7.06E-15,Bace2,16,97356742,97442936,+,7887,protein_coding,beta-site APP-cleaving enzyme 2 [Source:MGI Symbol;Acc:MGI:1860440],-,65,108,93,431,367,426,0.40780003,0.773214548,0.736074553,3.21240526,3.017116392,3.21895655
ENSMUSG00000038236,7.562914429,8.651821169,3.131471997,78.76255639,110.7262421,146.7512621,6.448735865,112.0800202,-4.100569285,8.74E-17,1.96E-14,Hoxa7,6,52214491,52221854,-,2876,protein_coding,homeobox A7 [Source:MGI Symbol;Acc:MGI:96179],Homeobox,9,9,3,79,100,144,0.154845777,0.176702108,0.065115304,1.614741877,2.254493353,2.983946049
ENSMUSG00000043501,75.62914429,67.29194243,148.2230079,479.554299,659.928403,793.8835636,97.04803153,644.4554219,-2.73546854,9.43E-17,2.09E-14,Lgals2,15,78850860,78855529,-,592,protein_coding,"lectin, galactose-binding, soluble 2 [Source:MGI Symbol;Acc:MGI:895068]",-,90,70,142,481,596,779,7.522575249,6.676739545,14.97329338,47.76263395,65.27733174,78.42113205
ENSMUSG00000028989,214.2825755,138.4291387,96.03180791,735.7818559,1168.161854,2014.772536,149.581174,1306.238749,-3.123910092,1.05E-16,2.29E-14,Angptl7,4,148495183,148500460,-,2157,protein_coding,angiopoietin-like 7 [Source:MGI Symbol;Acc:MGI:3605801],-,255,144,92,738,1055,1977,5.849729355,3.769644962,2.662492412,20.11273427,31.71320651,54.62279018
ENSMUSG00000027748,139.493755,88.44083862,85.59356792,497.500198,405.2580461,504.4574634,104.5093872,469.0719025,-2.161659533,1.87E-16,4.04E-14,Trpc4,3,54156035,54318471,+,8032,protein_coding,"transient receptor potential cation channel, subfamily C, member 4 [Source:MGI Symbol;Acc:MGI:109525]",-,166,92,82,499,366,495,1.022657308,0.646773518,0.637295496,3.652092299,2.954576414,3.672813326
ENSMUSG00000037820,4260.441795,3627.99701,3000.993997,9922.088116,10792.48682,11606.59808,3629.810934,10773.72434,-1.569371814,2.80E-16,5.97E-14,Tgm2,2,158116402,158146436,-,4608,protein_coding,"transglutaminase 2, C polypeptide [Source:MGI Symbol;Acc:MGI:98731]",-,5070,3774,2875,9952,9747,11389,54.44289703,46.24635698,38.94718514,126.9587962,137.1501657,147.2958391
ENSMUSG00000039519,48.73878187,47.1043597,34.44619197,283.1464052,211.4871224,193.6301375,43.42977785,229.4212217,-2.396825746,5.11E-16,1.06E-13,Cyp7b1,3,18071950,18243338,-,2166,protein_coding,"cytochrome P450, family 7, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:104978]",-,58,49,33,284,191,190,1.324998173,1.277396522,0.951056206,7.707699719,5.717586662,5.227722245
ENSMUSG00000034459,12.60485738,15.38101541,9.394415992,403.7827258,200.4144982,87.64311485,12.46009626,230.6134463,-4.206959448,6.17E-16,1.27E-13,Ifit1,19,34640871,34650009,+,2656,protein_coding,interferon-induced protein with tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:99450],-,15,16,9,405,181,86,0.279453097,0.340157471,0.211526671,8.963793675,4.418637207,1.929690847
ENSMUSG00000006360,894.9448741,766.1668302,1103.321967,2584.209445,3878.740261,4051.965403,921.4778904,3504.971703,-1.927579086,6.43E-16,1.31E-13,Crip1,12,113146316,113153879,+,2280,protein_coding,cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501],-,1065,797,1057,2592,3503,3976,23.11322243,19.7383832,28.93948757,66.82901334,99.61921871,103.9271182
ENSMUSG00000052776,2.520971476,0,1.043823999,189.4289331,105.18993,85.60490288,1.188265158,126.7412553,-6.670511307,1.40E-15,2.81E-13,Oas1a,5,120896256,120907521,-,1885,protein_coding,2'-5' oligoadenylate synthetase 1A [Source:MGI Symbol;Acc:MGI:2180860],-,3,0,1,190,95,84,0.07875092,0,0.033116112,5.925256365,3.267759544,2.655738367
ENSMUSG00000047996,1.680647651,3.845253853,0,86.73851147,105.18993,78.47116097,1.841967168,90.13320082,-5.585265487,1.48E-15,2.93E-13,Prrg1,X,78449613,78583896,-,11614,protein_coding,proline rich Gla (G-carboxyglutamic acid) 1 [Source:MGI Symbol;Acc:MGI:1917364],-,2,4,0,87,95,77,0.008521066,0.019447612,0,0.44035439,0.530370823,0.395117495
ENSMUSG00000052942,84.87270637,74.02113667,28.18324798,502.4851699,405.2580461,384.202957,62.35903034,430.6487243,-2.780802429,2.14E-15,4.01E-13,Glis3,19,28258851,28680077,-,8842,protein_coding,GLIS family zinc finger 3 [Source:MGI Symbol;Acc:MGI:2444289],zf-C2H2,101,77,27,504,366,377,0.565218803,0.491731824,0.190618018,3.350772364,2.683912888,2.541020659
ENSMUSG00000004558,1690.731537,1423.705239,1127.329919,4891.254451,4594.031785,3910.309671,1413.922232,4465.198636,-1.658587979,2.29E-15,4.24E-13,Ndrg2,14,51905271,51914158,-,3397,protein_coding,N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498],-,2012,1481,1080,4906,4149,3837,29.3074591,24.61770785,19.84627044,84.89788987,79.19280556,67.31527257
ENSMUSG00000035929,106.7211258,91.32477901,108.5576959,624.1184848,517.0915507,324.0757038,102.2012002,488.4285797,-2.25672405,2.34E-15,4.28E-13,H2-Q4,17,35379617,35385290,+,2596,protein_coding,"histocompatibility 2, Q region locus 4 [Source:MGI Symbol;Acc:MGI:95933]",-,127,95,104,626,467,318,2.420721184,2.066364913,2.500802228,14.17537459,11.66406775,7.300284547
ENSMUSG00000031431,226.8874329,213.4115888,185.8006718,607.1695803,596.814445,589.0432603,208.6998978,597.6757618,-1.516328672,2.43E-15,4.40E-13,Tsc22d3,X,140539528,140600659,-,4341,protein_coding,"TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]",TSC22,270,222,178,609,539,578,3.077653454,2.887694797,2.559651932,8.246931852,8.050758892,7.9351549
ENSMUSG00000025203,8202.40086,7757.799649,10777.48279,24466.2422,24195.89843,26983.88832,8912.5611,25215.34298,-1.500448059,2.64E-15,4.73E-13,Scd2,19,44293676,44306864,+,5453,protein_coding,stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240],-,9761,8070,10325,24540,21852,26478,88.57365232,83.5653312,118.1966749,264.5476815,259.8325378,289.3790166
ENSMUSG00000032359,2284.840481,2136.999829,2501.002302,5687.852965,6116.517614,7756.415665,2307.614204,6520.262081,-1.498600445,2.67E-15,4.73E-13,Ctsh,9,90054152,90076089,+,4499,protein_coding,cathepsin H [Source:MGI Symbol;Acc:MGI:107285],-,2719,2223,2396,5705,5524,7611,29.90466574,27.90047334,33.24463101,74.54260309,79.61144702,100.8191624
ENSMUSG00000021876,158.821203,143.235706,159.7050719,508.4671362,488.3027277,422.9289845,153.9206603,473.2329495,-1.620236304,2.75E-15,4.82E-13,Rnase4,14,51091077,51106151,+,1637,protein_coding,"ribonuclease, RNase A family 4 [Source:MGI Symbol;Acc:MGI:1926217]",-,189,149,153,510,441,415,5.712929474,5.139557045,5.83436302,18.31413435,17.4673793,15.10834083
ENSMUSG00000049598,178.148651,117.2802425,91.85651192,542.3649453,653.2848285,540.1261729,129.0951351,578.5919822,-2.159326426,2.95E-15,5.13E-13,Vsig8,1,172555938,172563717,+,1879,protein_coding,V-set and immunoglobulin domain containing 8 [Source:MGI Symbol;Acc:MGI:3642995],-,212,122,88,544,590,530,5.582835338,3.666242203,2.923523496,17.01911679,20.35931081,16.80995093
ENSMUSG00000030218,1805.855901,1232.40386,1466.572719,4053.779168,4879.70549,4718.460718,1501.610826,4550.648459,-1.599245368,3.04E-15,5.22E-13,Mgp,6,136872435,136875823,-,1187,protein_coding,matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976],-,2149,1282,1405,4066,4407,4630,89.58420306,60.98533419,73.88840671,201.3638724,240.729976,232.4596761
ENSMUSG00000026222,260.5003859,245.1349331,170.1433118,1207.3602,954.460207,714.3932967,225.2595436,958.7379012,-2.088016598,3.45E-15,5.81E-13,Sp100,1,85649988,85709998,+,7556,protein_coding,nuclear antigen Sp100 [Source:MGI Symbol;Acc:MGI:109561],SAND,310,255,163,1211,862,701,2.030090891,1.905620135,1.346624004,9.421435797,7.396958082,5.528959708
ENSMUSG00000030830,27.73068624,35.56859814,35.49001597,146.5581745,226.9887963,175.2862297,32.92976678,182.9444002,-2.477393627,3.85E-15,6.42E-13,Itgal,7,127296260,127335138,+,6569,protein_coding,integrin alpha L [Source:MGI Symbol;Acc:MGI:96606],-,33,37,34,147,205,172,0.248576699,0.318046458,0.323095085,1.31547613,2.023449827,1.560438085
ENSMUSG00000025422,119.3259832,99.97660018,115.8644639,333.9931189,390.8636347,440.2537862,111.7223491,388.3701799,-1.796809263,3.91E-15,6.45E-13,Agap2,10,127075284,127093169,+,5941,protein_coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]",-,142,104,111,335,353,432,1.182699818,0.988466348,1.166310332,3.314745225,3.852591783,4.333527439
ENSMUSG00000038349,109.2420973,146.1196464,73.06767994,477.5603103,523.7351252,449.4257401,109.4764746,483.5737252,-2.140915215,4.74E-15,7.74E-13,Plcl1,1,55405921,55754285,+,6687,protein_coding,phospholipase C-like 1 [Source:MGI Symbol;Acc:MGI:3036262],-,130,152,70,479,473,441,0.961961669,1.28351328,0.6534576,4.210843389,4.586354904,3.930290237
ENSMUSG00000029917,13.44518121,18.2649558,10.43823999,125.6212925,101.8681427,105.9870226,14.049459,111.1588193,-2.980912427,5.06E-15,8.19E-13,C130060K24Rik,6,65381105,65458150,+,3271,protein_coding,RIKEN cDNA C130060K24 gene [Source:MGI Symbol;Acc:MGI:2441881],-,16,19,10,126,92,104,0.242038903,0.32799042,0.190840327,2.264409144,1.823665256,1.894829561
ENSMUSG00000073411,1462.163456,1380.446133,1543.815695,4602.12608,4190.988264,3328.400152,1462.141761,4040.504832,-1.466510226,6.77E-15,1.05E-12,H2-D1,17,35262730,35267499,+,2579,protein_coding,"histocompatibility 2, D region locus 1 [Source:MGI Symbol;Acc:MGI:95896]",-,1740,1436,1479,4616,3785,3266,33.38440529,31.44062709,35.79872246,105.2154113,95.15955067,75.47136321
ENSMUSG00000033192,120.166307,104.7831675,115.8644639,478.5573046,437.3686563,327.1330217,113.6046461,414.3529942,-1.866270679,7.70E-15,1.19E-12,Lpcat2,8,92855339,92919279,+,3388,protein_coding,lysophosphatidylcholine acyltransferase 2 [Source:MGI Symbol;Acc:MGI:3606214],-,143,109,111,480,395,321,2.088518727,1.816649728,2.04517405,8.328422231,7.559473257,5.646495509
ENSMUSG00000033450,281.5084815,200.9145138,103.3385759,1374.855256,1208.023301,891.7177383,195.2538571,1158.198765,-2.565672141,1.04E-14,1.58E-12,Tagap,17,7926000,7934897,+,3080,protein_coding,T cell activation Rho GTPase activating protein [Source:MGI Symbol;Acc:MGI:3615484],-,335,209,99,1379,1091,875,5.381952105,3.831630939,2.006481568,26.31954934,22.96740217,16.93069136
ENSMUSG00000058056,1475.608637,1331.419147,919.6089432,4472.51681,3856.595013,3788.016952,1242.212242,4039.042925,-1.700637605,1.08E-14,1.63E-12,Palld,8,61511433,61902690,-,10292,protein_coding,"palladin, cytoskeletal associated protein [Source:MGI Symbol;Acc:MGI:1919583]",-,1756,1385,881,4486,3483,3717,8.442488389,7.598678985,5.343512471,25.62267044,21.94277439,21.52336347
ENSMUSG00000020027,432.7667701,408.5582219,447.8004956,1035.877166,1109.476946,1306.493875,429.7084959,1150.615996,-1.421107236,1.25E-14,1.85E-12,Socs2,10,95385362,95417180,-,9531,protein_coding,suppressor of cytokine signaling 2 [Source:MGI Symbol;Acc:MGI:1201787],-,515,425,429,1039,1002,1282,2.673711214,2.51790049,2.809761899,6.408287344,6.816588742,8.016169874
ENSMUSG00000028707,48.73878187,30.76203082,17.74500798,285.140394,228.0960587,183.4390776,32.41527356,232.2251768,-2.827774818,1.51E-14,2.21E-12,Dmbx1,4,115915119,115939926,-,5856,protein_coding,diencephalon/mesencephalon homeobox 1 [Source:MGI Symbol;Acc:MGI:2153518],Homeobox,58,32,17,286,206,180,0.490086414,0.308558143,0.181216839,2.870977997,2.280888173,1.831845295
ENSMUSG00000026675,235.2906711,210.5276485,243.2109918,726.8089064,576.8837214,701.1449188,229.6764371,668.2791822,-1.541334323,1.56E-14,2.25E-12,Hsd17b7,1,169949535,169969241,-,5104,protein_coding,hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808],-,280,219,233,729,521,688,2.714520362,2.422822236,2.849679064,8.396180408,6.618581158,8.033321143
ENSMUSG00000024245,328.5666157,296.0845467,429.0116636,965.0905644,1189.19984,1320.761359,351.220942,1158.350588,-1.722501046,2.09E-14,2.98E-12,Tmem178,17,80944632,81001816,+,1696,protein_coding,transmembrane protein 178 [Source:MGI Symbol;Acc:MGI:1915277],-,391,308,411,968,1074,1296,11.40766207,10.25446413,15.12748289,33.55169061,41.05974751,45.5403653
ENSMUSG00000021262,678.1413271,493.1538067,351.7686877,2049.820455,1807.052271,1883.307863,507.6879405,1913.39353,-1.912799526,2.45E-14,3.47E-12,Evl,12,108554720,108688516,+,2940,protein_coding,Ena-vasodilator stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:1194884],-,807,513,337,2056,1632,1848,13.58225695,9.852765272,7.155389295,41.10935653,35.99238826,37.46036398
ENSMUSG00000024378,1774.763919,1529.44972,2033.36915,4787.567035,4316.108917,4563.556608,1779.194263,4555.744187,-1.356629942,3.27E-14,4.59E-12,Stard4,18,33199355,33213862,-,5586,protein_coding,StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764],-,2112,1591,1948,4802,3898,4478,18.70848933,16.08264035,21.76901194,50.53428477,45.24584927,47.77498003
ENSMUSG00000040473,281.5084815,248.0188735,145.0915359,1075.756941,1056.32835,763.310384,224.8729636,965.1318916,-2.099341957,4.56E-14,6.34E-12,Cfap69,5,5579278,5664239,-,7905,protein_coding,cilia and flagella associated protein 69 [Source:MGI Symbol;Acc:MGI:2443778],-,335,258,139,1079,954,749,2.096952876,1.842917667,1.097649345,8.023880821,7.824999914,5.646733607
ENSMUSG00000074345,28.57101006,15.38101541,3.131471997,236.2876692,262.4211938,144.7130501,15.69449916,214.473971,-3.748155314,5.38E-14,7.43E-12,Tnfaip8l3,9,54023405,54068388,-,4585,protein_coding,"tumor necrosis factor, alpha-induced protein 8-like 3 [Source:MGI Symbol;Acc:MGI:2685363]",-,34,16,3,237,237,142,0.366931769,0.197046509,0.040844409,3.0386026,3.35155883,1.845722306
ENSMUSG00000040690,983.1788757,810.3872495,711.8879674,2154.504865,2236.670091,2247.128701,835.1513642,2212.767886,-1.404972594,6.16E-14,8.43E-12,Col16a1,4,130047840,130099283,+,6750,protein_coding,"collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]",-,1170,843,682,2161,2020,2205,8.576850239,7.051993504,6.307122967,18.81983854,19.4037396,19.46803764
ENSMUSG00000038264,58.82266778,47.1043597,20.87647998,245.2606186,239.168683,354.6488834,42.26783582,279.6927283,-2.716746948,6.46E-14,8.77E-12,Sema7a,9,57940112,57962865,+,3298,protein_coding,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A [Source:MGI Symbol;Acc:MGI:1306826]",-,70,49,20,246,216,348,1.050251056,0.838945078,0.378555919,4.384795616,4.246595946,6.288483836
ENSMUSG00000033355,2.520971476,1.922626927,2.087647998,256.2275569,110.7262421,35.66870953,2.177082134,134.2075028,-5.938757059,8.86E-14,1.19E-11,Rtp4,16,23520291,23614222,+,2131,protein_coding,receptor transporter protein 4 [Source:MGI Symbol;Acc:MGI:1915025],-,3,2,2,257,100,35,0.069660012,0.05299497,0.058586458,7.089483118,3.042666769,0.978818008
